userId,rating,id
4,3,174
4,4,154
4,3,168
4,3,364
4,5,621
4,5,578
4,4,579
4,5,2322
4,3,330
4,5,607
4,4,10890
4,5,9281
4,1,617
4,5,10622
4,4,95
4,2,944
4,5,1051
4,5,1366
4,5,380
4,3,13597
4,5,2108
4,5,609
4,5,941
4,3,943
4,2,927
4,5,9340
4,4,16084
4,5,3170
4,4,859
4,4,841
4,4,10957
4,4,9570
4,5,10122
4,3,9354
4,5,1779
4,5,9325
4,5,10340
4,4,10144
4,5,12230
4,5,13380
4,5,10693
4,5,14822
4,4,10249
4,5,10882
4,5,2619
4,5,53565
4,4,97
4,5,6471
4,3,9442
4,5,227
4,5,87
4,4,2907
4,5,11639
4,4,4978
4,4,11976
4,5,15144
4,5,34584
4,5,4011
4,3,847
4,5,117
4,4,2028
4,3,11082
4,5,881
4,5,10403
4,4,14924
4,4,9749
4,4,1368
4,5,9326
4,4,1367
4,5,11815
4,5,192
4,4,9540
4,1,8592
4,5,1893
4,5,1924
4,3,30168
4,4,817
4,4,6488
4,5,620
4,5,9824
4,4,11120
4,1,11353
4,5,9267
4,5,813
4,4,11153
4,5,2280
4,5,850
4,3,9096
4,3,11797
4,5,11527
4,5,11326
4,2,10576
4,1,12662
4,4,861
4,5,9377
4,5,36819
4,3,5549
4,5,856
4,5,253
4,3,16281
4,5,11886
4,4,1621
4,5,14035
4,5,11663
4,4,29154
4,4,10998
4,4,9013
4,5,177
4,4,26578
4,2,9644
4,4,13342
4,5,24735
4,4,11287
4,3,10158
4,5,11782
4,2,1857
5,4,15602
5,4,9603
5,4,9614
5,4,11000
5,4,568
5,3.5,8467
5,4.5,10510
5,3.5,3049
5,4,13
5,4,8587
5,4,854
5,4,1637
5,4,11566
5,4.5,788
5,4,771
5,3.5,812
5,4,10020
5,5,114
5,3.5,9327
5,2.5,238
5,3.5,426
5,4,630
5,4,11224
5,5,15121
5,3,510
5,2.5,240
5,4,37247
5,4,639
5,5,621
5,3.5,9390
5,4.5,1624
5,3.5,330
5,4,37165
5,4,597
5,4,11003
5,4.5,2898
5,4.5,544
5,4,380
5,4,2108
5,3.5,9552
5,1.5,242
5,5,10144
5,4,2109
5,4,8916
5,3.5,9487
5,4,9489
5,3.5,1542
5,4,817
5,4.5,9032
5,4,2105
5,3.5,745
5,3.5,11353
5,3.5,9377
5,3.5,492
5,3.5,863
5,3.5,1213
5,4,462
5,3.5,2024
5,4.5,786
5,3.5,1597
5,4,392
5,4,3981
5,3.5,8358
5,4.5,1493
5,3.5,808
5,3.5,824
5,4.5,8835
5,3.5,2770
5,3,161
5,4.5,453
5,3.5,4547
5,4.5,8346
5,4.5,557
5,4,4147
5,3.5,1430
5,4.5,565
5,3,672
5,4,423
5,3.5,455
5,4,310
5,4,12
5,4,170
5,2.5,153
5,4,508
5,4,8193
5,4,9372
5,3.5,1777
5,4.5,558
5,4,2048
5,4.5,70
5,4.5,205
5,3.5,118
5,5,1640
5,4,787
5,4.5,9522
5,4,6957
5,4.5,69
5,4,411
5,4,254
5,4.5,496
6,4,103
6,2,8839
6,2,9482
6,5,101
6,4,10895
6,4,426
6,5,947
6,4.5,826
6,4.5,235
6,4.5,903
6,4.5,2640
6,2,12498
6,2,2255
6,2,4824
6,2,586
6,0.5,8656
6,3,846
6,3,942
6,4,346
6,4,11974
6,4,4011
6,3.5,1542
6,3,10803
6,4,871
6,1,603
6,2,36685
6,4,104
6,3,9824
6,4.5,10386
6,3,6415
6,1,1832
6,4,863
6,3.5,2787
6,1.5,7443
6,1.5,1548
6,1.5,1903
6,5,121
6,3,79
6,5,122
6,4,38
6,3.5,673
6,4,558
6,3,401
6,4.5,747
7,3,862
7,3,710
7,3,8012
7,3,9909
7,4,9598
7,4,34615
7,3,9614
7,5,197
7,4,33542
7,4,11000
7,4,11780
7,2,281
7,3,9560
7,5,11
7,3,11318
7,2,2164
7,5,278
7,3,193
7,3,11381
7,3,2759
7,3,888
7,3,13
7,3,712
7,3,8587
7,3,854
7,3,1637
7,4,36955
7,4,329
7,3,788
7,4,10445
7,3,858
7,4,78
7,4,9479
7,4,812
7,3,280
7,4,581
7,3,268
7,4,408
7,3,10020
7,3,11827
7,4,3065
7,3,8866
7,2,9100
7,1,664
7,1,11867
7,5,532
7,3,602
7,2,9268
7,4,62
7,3,562
7,3,252
7,4,623
7,4,583
7,3,601
7,3,11843
7,3,1103
7,4,762
7,5,531
7,5,1891
7,3,2493
7,5,85
7,5,1892
7,4,525
7,5,530
7,5,279
7,4,9549
7,4,218
7,5,9665
7,3,105
7,4,8009
7,3,3034
7,4,665
7,4,11031
7,3,89
7,3,12104
7,4,2323
7,3,639
7,3,25189
7,3,152
7,3,174
7,2,172
7,4,154
7,3,157
7,3,168
7,3,378
7,5,3179
7,1,9361
8,5,63
8,2.5,577
8,5,807
8,5,629
8,4,197
8,3.5,11
8,2,1945
8,4,680
8,5,278
8,4,13
8,4.5,5503
8,3.5,8005
8,2,14534
8,5,424
8,5,10442
8,4,280
8,4.5,274
8,4,1592
8,3.5,1645
8,5,238
8,3.5,1891
8,4,2493
8,4,85
8,4,1892
8,4,539
8,4,279
8,4,694
8,4,235
8,3,137
8,4,105
8,4,89
8,3.5,2323
8,0.5,12498
8,4,578
8,3,9390
8,4,9434
8,3,1701
8,3.5,2118
8,5,2649
8,4,9281
8,4,489
8,3,9411
8,5,11003
8,3.5,8656
8,5,380
8,4,857
8,3,2619
8,3,11704
8,4.5,117
8,4.5,10377
8,4,637
8,5,73
8,3.5,9798
8,3.5,5825
8,5,1542
8,5,603
8,3.5,620
8,4.5,745
8,2.5,11353
8,4.5,813
8,3.5,2280
8,3.5,850
8,3,11601
8,4.5,14
8,5,9377
8,4,550
8,4.5,497
8,5,98
8,3.5,10637
8,4,1597
8,4,146
8,4.5,107
8,3.5,711
8,4.5,1900
8,5,77
8,4,111
8,2.5,11371
8,3.5,585
8,3.5,671
8,4.5,161
8,4,194
8,3.5,120
8,3.5,453
8,5,11362
8,3.5,1894
8,4.5,180
8,4,4147
8,4,9533
8,4,12921
8,3,1430
8,4,121
8,3.5,640
8,4,12
8,3,9654
8,4,322
8,5,24
8,3,11329
8,3.5,616
8,4,122
8,4,38
8,4,393
8,2.5,11036
8,4.5,401
8,4,1653
8,3,747
8,3.5,187
8,4.5,1640
8,4.5,1895
8,4.5,272
8,3.5,9522
8,3.5,231
8,3.5,69
8,2,2800
8,3.5,13275
8,3,9754
8,3,6877
9,4,862
9,4,4584
9,3,16420
9,5,687
9,3,807
9,4,278
9,4,11971
9,4,1245
9,5,424
9,5,10445
9,4,274
9,5,275
9,2,9802
9,5,454
9,3,26561
9,4,7863
9,4,12498
9,3,10549
9,2,2058
9,4,686
9,4,10215
9,5,37165
9,4,489
9,3,597
9,5,2898
9,4,857
9,4,9454
9,4,11639
9,4,16384
9,3,881
9,3,2109
9,4,8195
9,4,162
9,2,8916
9,4,10377
9,4,10223
9,4,1934
9,2,8741
9,3,2112
9,4,13466
9,2,9535
9,5,603
9,3,1893
9,4,745
9,4,12105
10,5,629
10,4,34996
10,4,278
10,3,3049
10,4,2759
10,3,268
10,4,21588
10,3,562
10,3,500
10,2,744
10,4,2756
10,4,1891
10,4,2493
10,4,85
10,4,679
10,4,1892
10,3,525
10,4,218
10,4,89
10,5,12498
10,4,55146
10,3,66
10,3,9360
10,5,468
10,3,8078
10,4,489
10,5,10217
10,2,14342
10,5,544
10,3,2107
10,5,11893
10,4,9326
10,2,1371
10,4,9535
10,5,603
10,5,1911
10,3,2900
10,3,10307
10,4,11601
10,3,10398
10,4,6415
10,2,13824
10,5,11054
10,2,11377
10,3,9481
10,4,476
11,5,629
11,1,755
11,4,27793
11,3,9073
11,5,680
11,4.5,627
11,3.5,11543
11,5,15
11,4.5,8367
11,5,429
11,5,9361
11,3,944
11,3.5,11164
11,4.5,6396
11,3,745
11,3,925
11,3,1430
11,5,15292
11,5,8677
11,5,1422
11,4,11172
11,4.5,8848
11,3.5,11323
11,4.5,39452
11,4,27205
11,4.5,23168
11,3,44639
11,4,39312
11,3.5,44115
11,4,64690
11,4.5,70160
11,4.5,49026
11,4,66150
11,4,37724
11,4,82675
11,4,87827
11,5,49047
11,5,101299
12,3,628
12,1,14291
12,3,23210
12,2,275
12,1,2300
12,4,664
12,3,11867
12,1,433
12,2,12092
12,3,11561
12,1,2493
12,5,766
12,5,525
12,2,703
12,5,343
12,1,10644
12,1,154
12,4,578
12,2,2255
12,3,115
12,2,14347
12,2,9487
12,4,16337
12,1,871
12,2,17918
12,4,550
12,2,10402
12,1,1715
12,3,1213
12,2,10397
12,4,14181
12,1,25166
12,4,462
12,4,26689
12,3,24099
12,2,16094
12,2,37744
12,1,1788
12,5,36657
12,3,44490
12,4,2655
12,1,12599
12,3,93
12,3,10276
12,5,6282
12,2,5551
12,2,43079
12,4,2360
12,2,11856
12,1,10860
12,3,10393
12,5,8843
12,3,10643
12,5,23618
12,2,37137
12,2,3110
12,3,11694
12,5,11398
12,3,25128
12,2,18153
12,4,991
13,5,862
13,2.5,807
13,4,197
13,4,10510
13,3.5,680
13,4.5,278
13,5,13
13,4.5,10714
13,3,329
13,3.5,14534
13,4,424
13,4,11236
13,3,251
13,4,581
13,4,11113
13,3.5,630
13,3,8367
13,4,235
13,2.5,137
13,3,944
13,4,380
13,4,9487
13,3,603
13,3.5,4951
13,4,10386
13,3,745
13,3,850
13,3,226
13,3,9377
13,3,863
13,4,497
13,3.5,11287
13,3.5,11176
13,3,8584
13,4,808
13,4.5,676
13,2.5,1406
13,3.5,2770
13,4.5,141
13,3.5,585
13,4.5,120
13,4,640
13,4.5,12
13,4,38
13,4.5,191903
13,3.5,2503
13,4.5,155
13,4.5,13223
13,4,19913
13,4,10193
13,4.5,12444
13,4.5,12445
13,3,49529
14,1,408
14,4,1891
14,3,597
14,3,19378
14,2,9487
14,3,9837
14,3,1893
14,2,817
14,3,620
14,2,332
14,3,4806
14,2,10390
14,4,863
14,2,10137
14,5,926
14,3,2067
14,3,955
14,4,7443
14,3,8452
14,4,8871
15,2,862
15,2,8844
15,4.5,11862
15,4,949
15,3,710
15,2.5,9087
15,2.5,10858
15,3.5,524
15,3,4584
15,1,9273
15,4.5,8012
15,2.5,1710
15,3,451
15,4,63
15,3,9598
15,1,687
15,2.5,9603
15,3,9312
15,5,807
15,5,629
15,2.5,11448
15,2,2054
15,0.5,755
15,5,880
15,3,9283
15,1.5,9208
15,4,13685
15,1,9614
15,2,10874
15,3,197
15,5,103
15,2.5,33542
15,4,11104
15,3.5,2074
15,3.5,9737
15,5,30157
15,3,568
15,1,414
15,2,1775
15,0.5,10329
15,3,8963
15,4,26564
15,2,8068
15,4,8512
15,3,1572
15,2.5,10428
15,1,9886
15,4,9344
15,4,9071
15,3,2293
15,2,1642
15,1,10802
15,2,9348
15,1.5,281
15,1.5,9804
15,2,19155
15,4.5,76
15,1,11017
15,4,2292
15,1,8984
15,1,11929
15,3.5,8467
15,4,10451
15,4,20156
15,4,522
15,3.5,10525
15,5,14275
15,2,1024
15,2,11777
15,2,628
15,5,11
15,1,18183
15,2,241
15,1,6950
15,5,101
15,5,680
15,4,11450
15,5,110
15,4,108
15,4,109
15,3,2164
15,1,11395
15,2,278
15,2.5,20306
15,1.5,193
15,2,36141
15,2.5,2064
15,3,236
15,2,3049
15,3,9331
15,3,9495
15,0.5,888
15,1,13
15,3.5,712
15,4,8587
15,2,854
15,3.5,36593
15,2,12280
15,3,2788
15,3.5,10427
15,4,1637
15,4,36955
15,3.5,10395
15,1,26391
15,4,6075
15,3,9350
15,1,9612
15,2.5,11566
15,4,9571
15,1,9739
15,3,37233
15,5,5503
15,2.5,9255
15,3,11934
15,3,9386
15,3,329
15,3,10909
15,1,34024
15,0.5,9593
15,4,2320
15,3,788
15,1.5,9800
15,2,713
15,3.5,8005
15,2.5,14534
15,4,424
15,3,695
15,2,858
15,1.5,867
15,5,78
15,3,10442
15,5,20967
15,2,9479
15,4,319
15,3.5,26408
15,3,11446
15,3,17600
15,2,771
15,1,251
15,0.5,812
15,4,280
15,3,581
15,4,268
15,5,274
15,2.5,408
15,2.5,114
15,5,275
15,3,11827
15,2.5,1592
15,1.5,10684
15,4,954
15,2,18414
15,3,11902
15,3,8069
15,2,8072
15,3,8866
15,2,9100
15,3.5,9802
15,1,664
15,3,532
15,2.5,10547
15,4,935
15,2,9879
15,4,627
15,2.5,602
15,2.5,9894
15,3,11543
15,0.5,9268
15,1.5,9327
15,3,10779
15,5,26748
15,1,9294
15,4.5,49963
15,3.5,11363
15,1,3595
15,2,12123
15,4,549
15,5,238
15,4,9303
15,5,872
15,5,426
15,5,567
15,5,213
15,4,284
15,2.5,239
15,4,4808
15,5,289
15,4,963
15,1.5,11113
15,1,804
15,3,630
15,3.5,770
15,1,599
15,5,15
15,5,62
15,3,705
15,1,4174
15,3,1585
15,4,18203
15,2,864
15,2,15121
15,4,562
15,5,11159
15,2.5,11412
15,1.5,454
15,4,10218
15,3,252
15,4,623
15,3,475
15,2,88
15,4,500
15,2.5,402
15,2,10537
15,4,11386
15,4,9504
15,4,601
15,2.5,2119
15,3,744
15,1,1630
15,4,2756
15,2.5,4480
15,2.5,762
15,3.5,10548
15,3,531
15,4,10608
15,3,7452
15,4,1600
15,3,975
15,4,18129
15,2,409
15,4.5,1412
15,3.5,14285
15,5,510
15,5,1891
15,1,2493
15,4,85
15,1,68
15,4,679
15,3.5,429
15,4,389
15,2,947
15,5,185
15,3,595
15,5,28
15,4.5,335
15,5,1892
15,1.5,144
15,3,1092
15,3,769
15,4,348
15,1.5,766
15,2,11645
15,4,10835
15,3,539
15,1,525
15,5,240
15,4,600
15,4,530
15,4,279
15,4,1578
15,3,703
15,4,9549
15,3,387
15,4,9277
15,3.5,343
15,3,218
15,2,18971
15,5,696
15,1,207
15,5,37247
15,3,1480
15,3,9322
15,4,826
15,3,422
15,5,829
15,3.5,3090
15,4,694
15,3,235
15,3,832
15,1.5,5925
15,4,11778
15,3,4485
15,4,137
15,4,33
15,5,982
15,5,105
15,3.5,11202
15,2.5,903
15,3,10404
15,1,914
15,3,288
15,3,910
15,2,665
15,4,11031
15,4,11314
15,3,15143
15,4,89
15,4,783
15,4,14370
15,3,2323
15,2,983
15,3,642
15,5,639
15,3,8077
15,2,571
15,2,8851
15,2,6114
15,2,9529
15,2,199
15,1,12498
15,3.5,17204
15,3,1573
15,3,364
15,2.5,621
15,3,8845
15,4,578
15,0.5,75
15,3.5,9390
15,4,378
15,4,2322
15,3,3179
15,5,4232
15,4,16448
15,4,638
15,4,9366
15,3,9403
15,1.5,10003
15,3,884
15,3,49806
15,3,1624
15,3,9434
15,1.5,21626
15,1,13982
15,2,9611
15,3,816
15,1,18
15,3,1811
15,1,330
15,4,16375
15,1.5,1701
15,2.5,1639
15,1.5,415
15,3.5,8874
15,4,754
15,4,607
15,4,686
15,2,2142
15,2,8834
15,1,9772
15,3,1669
15,3,9433
15,3,6623
15,5,2118
15,4,2649
15,4,68924
15,4,2255
15,1.5,3597
15,3,1813
15,2,25099
15,3,782
15,3,10890
15,3,4995
15,4,563
15,3,10215
15,2,37165
15,4.5,9414
15,1,8078
15,3,2895
15,4,489
15,4,4233
15,4,10217
15,1.5,597
15,3.5,714
15,1,184
15,3.5,115
15,0.5,9410
15,3.5,586
15,4,2666
15,3.5,11258
15,1,9490
15,3.5,9411
15,2,11003
15,1,10153
15,3,2898
15,3,11808
15,3,617
15,1.5,37272
15,2.5,9440
15,2.5,32456
15,4,1774
15,2,2157
15,3.5,29193
15,2,16980
15,4,16148
15,5,30020
15,4,17139
15,2,10216
15,2,8656
15,1.5,929
15,4,9452
15,3,26610
15,2.5,15037
15,1.5,37636
15,3.5,37410
15,2,846
15,5,1389
15,3.5,20862
15,2,95
15,4,473
15,4.5,544
15,4,654
15,3,10633
15,3,3116
15,3,1051
15,3,1366
15,4.5,12102
15,4,16619
15,3.5,380
15,3,403
15,3,466
15,4,2108
15,2.5,609
15,5,9552
15,3,941
15,3,927
15,4,9340
15,4,9342
15,3,19
15,3,165
15,1,196
15,2,3170
15,4.5,346
15,2.5,859
15,2,9769
15,3,857
15,2,19379
15,2,9354
15,2.5,9631
15,2,14013
15,4.5,1779
15,3,793
15,2,2619
15,4,97
15,4.5,2107
15,4,87
15,2,2907
15,1,8688
15,3.5,14367
15,3.5,11814
15,3,11639
15,2,11522
15,3,8393
15,3,805
15,3,34584
15,3,36647
15,4,4011
15,3,845
15,4,117
15,3,10220
15,4,431
15,4.5,12626
15,3.5,2028
15,1,881
15,2.5,4478
15,2.5,2109
15,2.5,8195
15,0.5,11855
15,3,1091
15,4,10403
15,3,162
15,2,8916
15,3.5,10377
15,3,3121
15,2,4437
15,3.5,1955
15,4.5,10683
15,3.5,2657
15,2,637
15,1,73
15,3,3033
15,3,9882
15,2,4518
15,2,297
15,1,19426
15,0.5,9798
15,2,9487
15,3,666
15,2,309
15,3,244
15,1,8130
15,3.5,9749
15,3,9336
15,3.5,10029
15,3,10223
15,5,11545
15,2,1934
15,3,10303
15,3.5,9326
15,3,10328
15,4.5,15196
15,1.5,9489
15,3,8741
15,1,9276
15,2,31662
15,2.5,14709
15,3.5,9426
15,1,192
15,4,8388
15,1,2112
15,3,13466
15,5,1542
15,0.5,8224
15,2,10803
15,2.5,9535
15,1,796
15,1,100
15,3,10212
15,0.5,16379
15,5,603
15,5,4951
15,1,8970
15,3,9840
15,2.5,11660
15,3,9430
15,1,11355
15,1,1414
15,4,1902
15,1.5,12596
15,3,9451
15,3,1946
15,1,1844
15,1,564
15,3,17962
15,2.5,1893
15,4,1924
15,3,3035
15,2,36685
15,4,509
15,1,41730
15,1,817
15,3,14283
15,3,104
15,3,6488
15,3,9473
15,1,8487
15,1.5,10279
15,3,2105
15,3,1073
15,1,10208
15,1,2667
15,4,345
15,1,9825
15,4,620
15,3.5,2978
15,1.5,10490
15,2,8914
15,1,9824
15,2.5,247
15,3,802
15,1,16406
15,2,10386
15,1,745
15,1,913
15,2,19457
15,4,11353
15,4,813
15,3.5,11153
15,4,2280
15,1.5,9944
15,3,11963
15,1,10307
15,2,11601
15,4,14
15,4,10669
15,1,10398
15,4,6415
15,4,11712
15,1,226
15,4,10388
15,1.5,9346
15,4,861
15,4,9377
15,4,8416
15,5,658
15,4,646
15,1,8052
15,5,550
15,4,11562
15,2,8649
15,4,15247
15,3,5548
15,4,856
15,3.5,709
15,4,660
15,5,492
15,4,128
15,1,2020
15,1,9481
15,5,9008
15,2.5,14242
15,2,16129
15,4,11489
15,3,476
15,3,37094
15,4,11878
15,4,957
15,4,1621
15,3,11498
15,3,1832
15,4,11663
15,3,20565
15,1,2668
15,3,36643
15,5,99
15,3,5156
15,4,10998
15,4,9013
15,3,2924
15,4,177
15,2,9946
15,1,863
15,4,54933
15,3.5,9684
15,1,777
15,1.5,10402
15,1,497
15,1,1715
15,3,42739
15,3,25188
15,1,10137
15,3,334
15,2.5,624
15,2.5,9563
15,1,1850
15,4,926
15,2,1213
15,1,12524
15,2,28216
15,2,10219
15,5,13342
15,2,2990
15,1,10472
15,4,1883
15,2,7305
15,3,8872
15,2,11287
15,2,9869
15,4,11068
15,1,1923
15,4,11782
15,5,10086
15,3,9367
15,2,12143
15,1,4234
15,0.5,8374
15,2,1907
15,3,15489
15,4,14181
15,5,2787
15,4,2069
15,3,901
15,1.5,2155
15,5,11004
15,3,25212
15,5,139
15,4,4816
15,2.5,12186
15,3,287
15,3.5,968
15,3,820
15,1,58048
15,2,462
15,4,9532
15,1,1541
15,1.5,8469
15,3,54825
15,2.5,996
15,2.5,801
15,3,9960
15,1.5,3082
15,4,840
15,4.5,2291
15,3,13531
15,5,243
15,0.5,11478
15,2,879
15,3,1700
15,4,10774
15,4,10083
15,2,10559
15,3,2621
15,3,106
15,1,10468
15,1,1359
15,4,4967
15,1.5,10557
15,2,13776
15,2,11977
15,1,3536
15,3,1443
15,3,15723
15,4,452
15,4,36234
15,3.5,5241
15,2,98
15,3,10688
15,4,9285
15,2,10569
15,1,955
15,2,8584
15,3,11332
15,4,668
15,2,23518
15,3.5,691
15,3.5,698
15,2,682
15,2,11072
15,4,11368
15,5,10068
15,1,9679
15,4,21128
15,5,592
15,2,9040
15,2.5,643
15,1,7450
15,2,25636
15,1,7443
15,1,2123
15,1.5,2133
15,2,9873
15,2,12706
15,4,4247
15,2,20770
15,3,1050
15,3,1052
15,2,36657
15,4,44490
15,2,2655
15,2,33828
15,3,93
15,2,32640
15,1,6282
15,1,9383
15,2.5,5551
15,3,20438
15,3,2211
15,3,10393
15,2,8843
15,4,37136
15,4,1588
15,1,1698
15,1,10480
15,3,1619
15,3,786
15,2,16
15,2,13785
15,5,19348
15,3,24664
15,5,1597
15,5,641
15,4,6521
15,1,10383
15,1,71
15,2.5,1636
15,1,10647
15,3,4327
15,1,9678
15,1,8870
15,5,14295
15,4,681
15,1,8452
15,4,10862
15,1,8871
15,3,34045
15,1,16340
15,1,10876
15,4,9741
15,5,146
15,1,11983
15,3,11678
15,3.5,708
15,3,1857
15,3.5,10673
15,2,11064
15,1,107
15,2,392
15,5,8859
15,4,12509
15,1,3981
15,2,711
15,3,2046
15,3,5001
15,3,8358
15,2,5994
15,1,1493
15,3,134
15,4,21991
15,2,10577
15,4,11973
15,4,1900
15,1,10873
15,3,26719
15,1,9989
15,1,20637
15,5,5955
15,4,17006
15,4,5709
15,1,10937
15,3,90
15,3,2614
15,4,843
15,1,9740
15,1,10878
15,2,23685
15,3,6073
15,1,2749
15,3,10050
15,4.5,11454
15,1,853
15,1,5257
15,5,77
15,3,10054
15,4,55
15,3,2043
15,1,4133
15,2,634
15,1,10956
15,3,111
15,1.5,1734
15,4,38047
15,2.5,9476
15,5,10613
15,1,808
15,2,824
15,3,676
15,2,1406
15,4,13554
15,1,9397
15,2,9705
15,3,1089
15,5,9576
15,1,1995
15,3,9799
15,1,644
15,3,10691
15,3,11826
15,2,9301
15,2,11444
15,3,60670
15,1,10992
15,3,4248
15,3,11300
15,4,2114
15,1.5,8835
15,1,11371
15,2,9517
15,2.5,25985
15,4.5,9602
15,3,8740
15,3,1648
15,3,9494
15,4,9942
15,1,331
15,1,11467
15,3,1548
15,1.5,13403
15,3,869
15,1,10135
15,2,19236
15,1,12478
15,2,31608
15,4,11959
15,3,2616
15,2,9880
15,3,5175
15,4,11542
15,4,2770
15,2,12610
15,2,1933
15,3.5,24936
15,3,1722
15,4,9896
15,5,125707
15,1,2294
15,3.5,22230
15,1,8922
15,2.5,2034
15,3,9398
15,2.5,9778
15,2,3172
15,2,1018
15,5,9081
15,4,141
15,1.5,10778
15,5,585
15,3,23949
15,3,9889
15,1,671
15,4,1535
15,2,1433
15,5,1999
15,4,269
15,1,8007
15,4,161
15,2,194
15,2,11397
15,1,1903
15,5,9428
15,1.5,11232
15,5,120
15,1,453
15,3.5,42612
15,3.5,37257
15,4.5,855
15,2,5279
15,1,1365
15,2,6312
15,1.5,651
15,3,10229
15,1,16550
15,4,13915
15,1.5,39939
15,3,993
15,1,11979
15,4,480
15,2,13950
15,0.5,2135
15,1,425
15,1,1576
15,3,5851
15,2,15647
15,1.5,1391
15,1,36586
15,1,4547
15,4.5,1791
15,0.5,17990
15,3,11452
15,3.5,548
15,3,1537
15,1.5,11812
15,2.5,441
15,0.5,8346
15,2.5,12154
15,1,9334
15,3.5,18079
15,3.5,28384
15,3.5,5203
15,1,557
15,1,10985
15,2.5,2251
15,4,245
15,3,1894
15,2,320
15,2.5,17734
15,3,4614
15,2,811
15,1.5,18408
15,2,2501
15,1,9637
15,1,11544
15,5,180
15,2,2022
15,1,21972
15,1,608
15,1,6278
15,0.5,4147
15,5,1364
15,2,8869
15,2,818
15,4,8764
15,1,2675
15,2,9488
15,1,7451
15,3,2750
15,4,34070
15,1,9266
15,1,9357
15,3,9595
15,2,10859
15,3,16806
15,2.5,9685
15,3.5,11013
15,1.5,129
15,0.5,11529
15,1.5,9533
15,3,12921
15,4,15313
15,4,1430
15,3.5,8051
15,4,565
15,2,1360
15,4,13441
15,3,9280
15,1,672
15,3,36669
15,1,64
15,5,25284
15,4,2757
15,2,7299
15,1,4241
15,1,2755
15,5,121
15,1,1429
15,2.5,3131
15,4.5,2642
15,3,11022
15,3,14931
15,2.5,640
15,1,1574
15,4,423
15,1.5,4912
15,2,598
15,3,15278
15,3,19415
15,2,1647
15,0.5,9919
15,0.5,9480
15,1,31598
15,3.5,11635
15,3,6524
15,0.5,455
15,4,1675
15,1,1817
15,1,11299
15,0.5,9506
15,1.5,13370
15,2.5,11516
15,2.5,10514
15,4,38868
15,3,16636
15,3,36658
15,1,604
15,2,310
